Subject Line,Spam
[Spambayes] test sets?,FALSE
[Spambayes] test sets?,FALSE
[Spambayes] spambayes package?,FALSE
[Spambayes] spambayes package?,FALSE
[Spambayes] spambayes package?,FALSE
"[Spambayes] deleting ""duplicate"" spam before training?  good idea or",FALSE
[Spambayes] understanding high false negative rate,FALSE
"[Spambayes] deleting ""duplicate"" spam before training?  good idea",FALSE
[Spambayes] spambayes package?,FALSE
"[Spambayes] deleting ""duplicate"" spam before training?  good idea",FALSE
"[Spambayes] deleting ""duplicate"" spam before training?  good idea",FALSE
"[Spambayes] deleting ""duplicate"" spam before training?  good idea",FALSE
[Spambayes] python.org email harvesting ready to roll,FALSE
[Spambayes] Current histograms,FALSE
[Spambayes] Current histograms,FALSE
[Spambayes] timtest broke?,FALSE
[Spambayes] timtest broke?,FALSE
[Spambayes] timtest broke?,FALSE
[Spambayes] Current histograms,FALSE
[Spambayes] XTreme Training,FALSE
[Spambayes] stack.pop() ate my multipart message,FALSE
[Spambayes] stack.pop() ate my multipart message,FALSE
[Spambayes] XTreme Training,FALSE
[Spambayes] Current histograms,FALSE
[Spambayes] Current histograms,FALSE
[Spambayes] stack.pop() ate my multipart message,FALSE
[Spambayes] XTreme Training,FALSE
[Spambayes] Current histograms,FALSE
[Spambayes] Current histograms,FALSE
[Spambayes] Current histograms,FALSE
[use Perl] Headlines for 2002-08-24,FALSE
[use Perl] Stories for 2002-08-24,FALSE
How to end the war....,FALSE
Family Targetted Advertising,FALSE
[use Perl] Stories for 2002-08-27,FALSE
[use Perl] Headlines for 2002-08-27,FALSE
"The ""other"" kind of work-experience ...",FALSE
[use Perl] Headlines for 2002-08-28,FALSE
[use Perl] Stories for 2002-08-28,FALSE
[use Perl] Headlines for 2002-08-31,FALSE
[use Perl] Stories for 2002-08-31,FALSE
[use Perl] Headlines for 2002-09-01,FALSE
[use Perl] Stories for 2002-09-01,FALSE
[use Perl] Stories for 2002-09-03,FALSE
[use Perl] Headlines for 2002-09-03,FALSE
[use Perl] Headlines for 2002-09-04,FALSE
[use Perl] Stories for 2002-09-04,FALSE
[use Perl] Headlines for 2002-09-06,FALSE
[use Perl] Stories for 2002-09-06,FALSE
Man dies as whale lands on boat,FALSE
[use Perl] Headlines for 2002-09-10,FALSE
[use Perl] Stories for 2002-09-10,FALSE
[use Perl] Headlines for 2002-09-11,FALSE
[use Perl] Stories for 2002-09-11,FALSE
[use Perl] Headlines for 2002-09-13,FALSE
[use Perl] Stories for 2002-09-13,FALSE
[use Perl] Headlines for 2002-09-14,FALSE
[use Perl] Stories for 2002-09-14,FALSE
[use Perl] Headlines for 2002-09-17,FALSE
[use Perl] Stories for 2002-09-17,FALSE
I'm a tad furry...,FALSE
[use Perl] Headlines for 2002-09-18,FALSE
[use Perl] Stories for 2002-09-18,FALSE
Virgin's latest airliner.,FALSE
Facts about sex.,FALSE
[use Perl] Headlines for 2002-09-19,FALSE
[use Perl] Stories for 2002-09-19,FALSE
[use Perl] Headlines for 2002-09-20,FALSE
[use Perl] Stories for 2002-09-20,FALSE
[use Perl] Headlines for 2002-09-23,FALSE
[use Perl] Stories for 2002-09-23,FALSE
[use Perl] Headlines for 2002-09-24,FALSE
[use Perl] Stories for 2002-09-24,FALSE
[use Perl] Headlines for 2002-09-26,FALSE
[use Perl] Stories for 2002-09-26,FALSE
[use Perl] Headlines for 2002-10-01,FALSE
[use Perl] Stories for 2002-10-01,FALSE
[use Perl] Stories for 2002-10-02,FALSE
[use Perl] Headlines for 2002-10-02,FALSE
I was such an ugly baby...,FALSE
[use Perl] Headlines for 2002-10-03,FALSE
[use Perl] Stories for 2002-10-03,FALSE
New $199 PC Doesn't Do Windows,FALSE
"Say, how old are you, anyway?",FALSE
The History of Medicine,FALSE
[use Perl] Stories for 2002-10-07,FALSE
[use Perl] Headlines for 2002-08-30,FALSE
[use Perl] Stories for 2002-08-30,FALSE
Promises.,FALSE
[use Perl] Headlines for 2002-10-08,FALSE
[use Perl] Stories for 2002-10-08,FALSE
"QOTD: Cigarettes, fast food, beer.",FALSE
Upgrade,FALSE
[use Perl] Headlines for 2002-10-09,FALSE
[use Perl] Stories for 2002-10-09,FALSE
[use Perl] Stories for 2002-10-10,FALSE
New toys,FALSE
Jeremy Zawodny who works at Yahoo Finance offers an RSS 0.91 feed,FALSE
TRAMP Update,FALSE
"Halley: ""When is someone going to create _audio fonts_ for",FALSE
Feeling Lucky,FALSE
NY Times piece on reporters with weblogs.,FALSE
Phil Wolff: Dave Winer books I'll buy. _Sweet! _,FALSE
"Great DVD interaction tool, probably illegal",FALSE
Sheila Lennon was interviewed for the Times piece.,FALSE
Turning junk computers into activist gold,FALSE
I'm on TV tonight,FALSE
Google Domain Suffix Census,FALSE
Was child beating mom an enraged con artist?,FALSE
Deep-fried Twinkies take America by goo,FALSE
Slashdot reports that Amazon still wants to patent the Web.,FALSE
Warchalking FAQ,FALSE
"News.Com: ""Amazon.com is hoping to use more than the honor system",FALSE
"""rssflowersalignright""I've gotten to know Phil Ringalda over the",FALSE
Gold Lake Mountain Resort looks pretty gooood. Man there are a,FALSE
Gold Lake Mountain Resort looks pretty gooood. Man there are a,FALSE
Janis Ian interviewed on Slashdot,FALSE
"Ed Cone: ""I told my grandmother goodbye.""",FALSE
New Google News,FALSE
Paul Everitt: Interop in the Bazaar.,FALSE
CNN Headline News: To Blog or not to Blog.,FALSE
After posting my comment yesterday about next things I want to,FALSE
Phil Wolff: Dave Winer books I'll buy. _Sweet! _,FALSE
"Goats with enormous testicles, and a life-sized cow sculpted from",FALSE
Shelley Powers raises some interesting questions re whether RDF,FALSE
"I've been hearing a lot about FOAF, which is an acronym for",FALSE
Homeland Alert for the paranoid in you,FALSE
Now heavily medicated,FALSE
The Semantic Web makes me sick,FALSE
"RIP, Robert L Forward",FALSE
Google PR sends a message that they have a new News service.,FALSE
San Francisco caffeine tour,FALSE
News.Com: Google search gets newsier.,FALSE
RSS revolt,FALSE
"Bruce Loebrich has scraped RSS feeds for Google news, and a RSS",FALSE
Rights Fight,FALSE
"News.Com: ""Linux is a serious competitor,"" said Ballmer.",FALSE
Stark raving sane,FALSE
Google News,FALSE
Light reading,FALSE
"Sam Ruby: ""Yup, I'm a sick puppy."" _Me too!_",FALSE
Note to self: Read the pingback spec. Form opinion.,FALSE
"Aaron Swartz: ""If everyone is afraid to speak, who will defend",FALSE
"Lest anyone doubt that Brent has a good heart. ""I laughed,",FALSE
"Dotcom Scoop: ""CNET's Download.com is set to introduce a new",FALSE
"Iowa: ""There was frost outside this morning!""",FALSE
MacNet Journal reports that OmniOutliner will support OPML soon.,FALSE
"9/2/00: ""In the overworked world of Web development, there's no",FALSE
Ray Ozzie: Software Platform Dynamics.,FALSE
"Wired: ""An urgent business proposition and requests for urgent",FALSE
Jeremy Allaire: Wholistic Web Services.,FALSE
"Scoble: ""I'm just not that excited by much that Microsoft is doing.""",FALSE
"NY Times: ""Google's automated editors appeared to match the work",FALSE
Parallels,FALSE
DVD stills,FALSE
Looks like Google did a deal to index the NY Times. If you do,FALSE
Lance Knobel of Davos Newbies does a quick review of Tony Blair's,FALSE
Bond-Barbie,FALSE
"Get your own genome, feed your hypochondria",FALSE
12 Reasons to Pre-Order my Novel,FALSE
P2P slogans for EFF,FALSE
Laura Bush's 419 letter,FALSE
DVD capture: Unbreaking the Mac,FALSE
"Buy the Enron ""E""",FALSE
Horror writers against illiteracy,FALSE
Roman chariots responsible for Space Shuttle design constraints,FALSE
Britain puts records execs in charge of copyright enforcement,FALSE
"Flying cars here, jetpacks next?",FALSE
Energy gamers screwed California economy,FALSE
Fake News Headlines: Basque Explosion Chases Ends In,FALSE
"Von Neumann's Best Friend, a bio-pet",FALSE
Fuzzy Math,FALSE
Thanks to Jenny for the pointer to this Yale Law article about,FALSE
"Liberation: Les jouebs, stars editoriales du Web.",FALSE
"Jeremy Bowers: ""None of the trackback mechanisms has reached the",FALSE
Ken Dow reports that the current version of OmniOutliner can read,FALSE
"Ray Ozzie: ""How long before we see auto pingback generator spambots?""",FALSE
"Jeremy Zawodny on life in Silicon Valley: ""I came out here to",FALSE
Labels shoot selves in foot by focusing on stopping P2P,FALSE
"Reuters: ""Pets may not only provide good company for their",FALSE
Speaking in Texas this Friday,FALSE
A productive thread,FALSE
Public domain superheroes reborn in Tom Strong,FALSE
[IMG: http://radio.weblogs.com/0001015/images/2002/09/25/uncSamMedium.gif,FALSE
WiFi Trek badges,FALSE
Daypop is back. _Ye-hi._,FALSE
Fred Grott: How to Keep RDF and RSS Straight.,FALSE
Medical notes,FALSE
"Jon Hanna, on the RSS-DEV list, says that RSS, was ""not designed",FALSE
"Ed Cone: ""The House Subcommittee on Courts, the Internet, and",FALSE
"Gracie Allen: ""Never put a period where God has placed a comma.""",FALSE
"Great email from the RIAA's Hillary Rosen to execs at Yahoo,",FALSE
"Wired: ""Stronger ties between ISPs and file-trading companies",FALSE
"Ben Silverman, the publisher of Dotcom Scoop, says the Rosen",FALSE
p2p is not a crime,FALSE
"John Robb: ""Yesterday, AT&T upgraded my cable box to a digital",FALSE
FOAF explorer,FALSE
Maps,FALSE
Plan,FALSE
Dabba Wallahs: India's meal-delivery FedEx,FALSE
Missing the Point,FALSE
A Line in the Sand,FALSE
Duct-tapers -- suspension and bondage fetish goes mainstream,FALSE
Thunder Stealing,FALSE
Usability Problems with Mozilla,FALSE
Gearheads and bunnyhuggers in the OED,FALSE
We're trying to decide if FogBUGZ 3.0 should support custom,FALSE
Eddie Kessler describes programming at Napster. Ray Ozzie has,FALSE
Validation,FALSE
"Jakob Nielsen on Offshore Usability: ""To save costs, some",FALSE
"John Robb has an interesting perspective on trust-based,",FALSE
More fun with the PTC,FALSE
Photoshop the worlds ugliest truck,FALSE
"Photoshop this squirrel tuning in, turning on, and dropping out",FALSE
Teens videotape themselves shooting stapleguns into their arms,FALSE
Daniel Berlinger has noticed that Mac software shops are starting,FALSE
Peruvian congressman has challenged his Vice President to a duel.,FALSE
Movie Quiz,FALSE
Michael Jordan may announce he's coming back to play. Dead horse,FALSE
"Conversations From GDC Europe: Bill Fulton, Zeno Colaco, Harvey Smith",FALSE
Do you have a handlebar moustache? Then the Handlebar Club is the,FALSE
Why marching is crucial,FALSE
A Non-Integer Power Function on the Pixel Shader,FALSE
Fall in value of mortgages indicates housing slowdown,FALSE
Titan to be probed. Saturn to offer post probe cigarette,FALSE
<strong>More AmphetaDesk Reviews</strong>,FALSE
the walls are alive with the sound of insects,FALSE
<strong>Two New AmphetaDesk Hacks</strong>,FALSE
"the captain has turned off the ""no hittin' it"" sign",FALSE
The Roacheteer?  Jonny Roachpack?,FALSE
that's bullshit,FALSE
quality subversion,FALSE
the Hello Kitty vibrator has competition,FALSE
Yahoo Finance RSS Beta,FALSE
"""KICK ME""",FALSE
Female circumcision does not reduce sexual activity,FALSE
ru stupid,FALSE
Tough Earth bug may be from Mars,FALSE
Iraq invasion could 'worsen terrorist threat',FALSE
"Africa's deserts are in ""spectacular"" retreat",FALSE
Parasites may sap male longevity,FALSE
Ultrasound blood purifier tackles fat problem,FALSE
Right-wing governments 'increase suicide rates',FALSE
"West Nile vaccine ""in three years""",FALSE
Lander risks missing Mars trip,FALSE
Transparent token is cryptographic key,FALSE
Bright dust rings highlight Earth-like planets,FALSE
Human-chimp DNA difference trebled,FALSE
Earth's magnetic field 'boosts gravity',FALSE
South Korea bans all human cloning,FALSE
Cosmic polarisation detected from South Pole,FALSE
First direct estimate of hidden vCJD cases,FALSE
Oil set to be pumped from blazing ship,FALSE
West Nile virus endangers blood transfusions,FALSE
Supersonic test plane uses 'wing warping',FALSE
California challenges US stem cell rules,FALSE
"""Hidden tree"" the secret of Zen garden",FALSE
US blueprint for smallpox mass-vaccination,FALSE
British dossier on Iraqi weapons released,FALSE
Balloon flight challenges deflate,FALSE
Mayan texts reveal superpower wars,FALSE
Cloud of anti-atoms created,FALSE
Priceless,FALSE
Black entrepreneurs 'face bank bias',FALSE
Radio gives mighty roar to quiet cars,FALSE
I have the power!,FALSE
New Blog Category: Yahoo,FALSE
Teen dies of starvation after stepfather puts him on a bus and,FALSE
"A man, a can, and a plan. Recipes for loser single guys",FALSE
Y! Finance RSS Feeds Update,FALSE
"""I read that yesterday...""",FALSE
You can't beat city hall,FALSE
Congradulate Birthday Boy Putin. Link to send birthday wishes via,FALSE
"Month by month, 'Most Beautiful Man' winners and their galleries. sfw",FALSE
Friends don't let friends swim drunk. Paging Dr. Darwin..,FALSE
Play by Play: Effective Memory Management,FALSE
"Archaeological finds show that the Incas rode dinosaurs, science",FALSE
GDC 2002: Game Scripting in Python,FALSE
Condemned man picks a black olive for his last meal. Green olives,FALSE
Some Quickies.  Lots of 'em.  Something for everyone.,FALSE
Keeping up with The Sims: Managing Large Scale Game Content,FALSE
Lonely iguana discovered in Salford,FALSE
"kitty wants to play ""eat your head""",FALSE
Self-denial of the literary sort,FALSE
Phoenix Suns owner dons dreadlocks to help sell tickets,FALSE
Whatever-Dude.com Needs $300 Quick to Get Their Freed from their ISP,FALSE
Haunted Mansion movie inches forward,FALSE
Rats' intestines and pigs' teeth,FALSE
Japanese kids spend a day in school jumping in the swimming pool,FALSE
"Ugly-ass, rare baby rhino born in Australian zoo )",FALSE
Luggage falls from plane onto Salvation Army scattering used,FALSE
Skateboarder drives-through Subway. With his face,FALSE
"Hollywood out of crack, has started smoking tiling grout: ""Grease 3""",FALSE
Yoga & Painfree Bliss,FALSE
"Canadians are knockin' boots less, or just not getting any",FALSE
Hooters Air concept crashes and burns,FALSE
Americans are becoming more spiritual,FALSE
Man finds lost marbles after 70 years....,FALSE
"Gambler wins £7,000 - and spends it all on horse shiat",FALSE
Y! Finance RSS Feeds Off,FALSE
Sourceforge sells out,FALSE
Giant otter statue to be built,FALSE
26-hour days...,FALSE
Smurfs: The Pasta. Thank Goodness for Chef Boyardee,FALSE
Ecstasy users 'risk Parkinson's disease',FALSE
UFOs in the Sky!,FALSE
ATT Wireless Location tracking,FALSE
Mac OS X browsers,FALSE
Advanced CSS lists,FALSE
Last-ditch talks aim to halt tide of violence engulfing West Africa,FALSE
YOUR a STUPID Idj0t,FALSE
Of Muslims and Morris men,FALSE
Blair attacks new culture of cynicism,FALSE
The secret passion that staggered Westminster,FALSE
New exam fury puts Morris's job in danger,FALSE
A matter of opinion,FALSE
A Windsor in the soup,FALSE
Carcooning,FALSE
Oracle of Google,FALSE
Kanu at the double,FALSE
Don't laugh. This is the real Office,FALSE
ATT Wireless Location tracking,FALSE
Mice born from rat-matured eggs,FALSE
Mac OS X browsers,FALSE
Sourceforge sells out,FALSE
New iBooks and PowerBooks,FALSE
Apple Switch parodies,FALSE
UFOs in the Sky!,FALSE
The Ryder Cup,FALSE
Dooce,FALSE
Quickly,FALSE
Turkey City Lexicon,FALSE
My talk at UT Austin,FALSE
Underwater high-voltage photography,FALSE
"Trust me on funding, says Brown",FALSE
Adams linked to IRA death squad,FALSE
Priceless Rubens works stolen in raid on mansion,FALSE
Equitable mis-sold policies,FALSE
Global call for extrasolar planet watching,FALSE
The green man,FALSE
IMF shores up debt defences,FALSE
Apple Switch parodies,FALSE
Sourceforge sells out,FALSE
Major's shame over affair leaves Currie indignant,FALSE
UFOs in the Sky!,FALSE
YOUR a STUPID Idj0t,FALSE
Are you being Freeserved?,FALSE
Stupid for a Day,FALSE
Early Start and Peter Gabriel,FALSE
New iBooks and PowerBooks,FALSE
ATT Wireless Location tracking,FALSE
Linux Software RAID Fun,FALSE
US forces Israel to lift siege of Arafat,FALSE
Carcooning,FALSE
Oracle of Google,FALSE
Mac OS X browsers,FALSE
Colophon 3,FALSE
Colophon 2,FALSE
Colophon 1,FALSE
2000+ year old Greek computer reinterpreted,FALSE
I mean why not,FALSE
Dan Gillmor responds to Jack Valenti,FALSE
Un,FALSE
"""I meditated in a cave for 12 years and now I'm here to tell you",FALSE
Automotive software Easter Egg discovered,FALSE
Motel holds mans wheelchair ransom.,FALSE
Brown budget plans in disarray,FALSE
"Bank robber gets the loot, makes it out of bank, shoots self in",FALSE
Cat shot through eye with horse dart tranquilizer roams,FALSE
The plight of Qadir Fedayee,FALSE
Space shuttle ready for return,FALSE
Drug halves genital herpes transmission,FALSE
Saddam set to let inspectors in,FALSE
The new trailer for the Lord of the Rings comes out today on AOL,FALSE
Portillo dig at Blunkett in fringe double act,FALSE
Show-and-tell nearly extinct because it might hurt children's,FALSE
How I made Edwina tell all,FALSE
Randy Moss smokes ganja,FALSE
what is the sound of one knee jerking?,FALSE
"Toddler falls from a first-storey window, saved from injury by",FALSE
Apple Switch parodies,FALSE
100 not safe for work pics for chicks. WEENERS.,FALSE
da bomb,FALSE
Wedding etiquette,FALSE
"Think before you leap, man flies powered parachute into",FALSE
Truck driver leaves trail of smelly pizza waste along major,FALSE
Scientists prove that shoe size and penis size are not linked.,FALSE
Bush orders Sharon to obey UN resolutions so US can gather,FALSE
Synthetic vitamin boosts bone growth,FALSE
Quickly,FALSE
"Family's ""pet"" raccoon attacks baby in crib",FALSE
TV sports babe in trouble for locker room antics,FALSE
West Coast port closures may cancel Christmas.,FALSE
Cobain dispute settled,FALSE
"Man tries to bungee from bridge to passing cruise ship, bashes",FALSE
Woman finds rubber glove in hamburger bun. Will now sue,FALSE
Farker Chakalasp dares you to Photoshop him,FALSE
"Equitable prepares to compensate 70,000",FALSE
Photoshop Sean Connery giving us some good advice,FALSE
YOUR a STUPID Idj0t,FALSE
Best,FALSE
Madonna is actually quite shy,FALSE
Liddle quits Today with new BBC deal,FALSE
The worst Freddy Krueger costume ever,FALSE
Family refuses to cancel expensive wedding just because the groom,FALSE
UFOs in the Sky!,FALSE
Tibetans see hint of detente with China,FALSE
catalogs.google.com - in time for xmas?,FALSE
Pensioners and housebuyers suffer,FALSE
FreeBSD or Linux for your MySQL Server?,FALSE
"Forged documents, public drinking, massive fistfights... Who knew",FALSE
New iBooks and PowerBooks,FALSE
PFI hospital's £97m pay bill could cost NHS billions,FALSE
Disney's no-good Park-Czar replaced,FALSE
Freak breaks world record by clipping 153 clothespins on his face,FALSE
Man rappels off of city bridge trying to hitch a free ride on a,FALSE
Professional dog poop scooper has 300 customers,FALSE
British National Health Service to provide vibrators to women,FALSE
Photoshop Theme.. ways to smuggle weapons-grade Uranium .,FALSE
No Blackpool illumination from these control freaks,FALSE
Contact lenses 'boost sexual success',FALSE
Giant Congo hydroelectric project is a 'betrayal',FALSE
"Kid crams acorn up his nose, hilarity ensues",FALSE
The Boston Globe on Linux and OS X,FALSE
curb your celebrity,FALSE
Sourceforge sells out,FALSE
The Ozone Hole is getting smaller... But Leroy's Getting LARRRRRGER,FALSE
Detective sends out Al Qaeda warning based on Onion story,FALSE
"""Cram school"" operator arrested for trying to cram it into a 13",FALSE
Tip of the Day: When trying to kill head lice with rubbing,FALSE
Man's leg is found 7 miles from a hit and run accident,FALSE
Photoshop a kid getting his tounge measured,FALSE
Carcooning,FALSE
"False teeth to fake limbs, crazy things left behind in hotels",FALSE
Rail crash bereaved sue over line safety,FALSE
Oracle of Google,FALSE
If you're going to turn on an electric pump to remove water from,FALSE
Mac OS X browsers,FALSE
Is rap music art? Rap song about farting answers that question,FALSE
ATT Wireless Location tracking,FALSE
Cops sabotaging their own in car video cameras to avoid looking,FALSE
New Strongbad E-Mail,FALSE
There are four lights,FALSE
quick hack,FALSE
Record industry defends practices to Senate,FALSE
US rejects Iraq inspections deal,FALSE
Education debate,FALSE
RedHat 8.0 ISO Mirror(s),FALSE
The subtle art of sugaring bitter pills goes down well,FALSE
"Patients to get chemically ""sterilised"" blood",FALSE
Senators threaten to rein in Bush,FALSE
Drivezilla -- 200GB Drives from Western Digital,FALSE
New P2P network funded by US government,FALSE
Viruses that also hack computers on the rise,FALSE
"If it's too loud, you're too French",FALSE
Toward Mac OS XX,FALSE
International agreements,FALSE
The Office: too painful to watch?,FALSE
Danger Hiptop reviewed,FALSE
The Blair message: be bold,FALSE
Food 'cancer chemical' reaction identified,FALSE
Bloodhag interviewed,FALSE
never a cent,FALSE
OSXCon Thoughts for Tuesday,FALSE
Distributed.net cracks the RC5-64 cipher,FALSE
"Kevin Mitnick's laptop, signed by Woz, on eBay",FALSE
Nationwide predicts 23% house price rise,FALSE
TrackBack for OSXCON,FALSE
Big Five record companies guilty of price fixing,FALSE
Clarion comes to Australia!,FALSE
When an engineer flaps his wings,FALSE
Smitten,FALSE
Comics Journal interviews Ted Rall,FALSE
Shader Integration: Merging Shading Technologies on the Nintendo,FALSE
NYT discovers Linux in late 2002,FALSE
Quantum cryptography takes to the skies,FALSE
Mathematics film-festival in October in Berkeley,FALSE
Cypriot leaders in last-ditch attempt at unification,FALSE
Enron finance chief is handcuffed,FALSE
Perl.  It's just a language.,FALSE
Vintage Music Archive,FALSE
"Don't do the brown WiFi, the brown WiFi is BAD",FALSE
Reunion,FALSE
Insanely complicated,FALSE
"Sidekick, your mobile blogging pal",FALSE
RDF redux,FALSE
Gillmor: Apple's fair-use friendly OS?,FALSE
TV democracy in action,FALSE
Warplane system 'could stop mid-air explosions',FALSE
Marriage makes both sexes happy,FALSE
Robbie Williams signs £80m deal,FALSE
Call this a party?,FALSE
Fight Piracy -- Regulate Potty Chairs!,FALSE
Clinton: Blair's the man to trust,FALSE
Job Offers and My Resume,FALSE
Best served cold,FALSE
Wed. OSXCon Keynote -- Jordan Hubbard,FALSE
Not Many OS X Conference Blogs,FALSE
Fatal seal epidemic burns out,FALSE
Currie returns to pile scorn on Major,FALSE
On Windley's Radar Too,FALSE
Wed. OSXCon Panel Discussion,FALSE
"I've been snowed under for the last four weeks, working on the",FALSE
Iraq invasion a 'hair-trigger' away,FALSE
Blog de jeanpoole interviews Mark,FALSE
OSXCon Wed. -- James Gosling,FALSE
Catalog of Tomorrow released,FALSE
Hurricane Lili closes shuttle Mission Control,FALSE
Notes from OSXCon's DRM and Digital Hub panel,FALSE
UK 'should ban nuclear arms',FALSE
Switcher,FALSE
OSXCon: Development Lessons from Bare Bones Software,FALSE
Education debate,FALSE
"300,000 exams to be reviewed",FALSE
Cast not the first stone,FALSE
History of the tilde,FALSE
Catching up,FALSE
CSS and mobile devices,FALSE
Microsoft redesign,FALSE
Permanent blue skin for silver drinking politician,FALSE
Executive pay leaps ahead 17%,FALSE
Robot census,FALSE
Government plans to hand out free Valium,FALSE
Profiteers resell Africa's Aids drugs,FALSE
Why is it so hard to get a cab in San Francisco?,FALSE
Blix told to await new orders on Iraq,FALSE
Culture Jamming,FALSE
'Flipping' Goldman fingered,FALSE
RSS Critical Mass,FALSE
Troubled Royal Ballet eyes US director,FALSE
"Don't do the brown WiFi, the brown WiFi is BAD",FALSE
Digital service launches with 30 free channels,FALSE
Snub for minister in election row,FALSE
'Miracle' gene therapy trial halted,FALSE
Blair apologises for exam fiasco,FALSE
Electronic circuits created in a flash,FALSE
World's funniest joke revealed,FALSE
Papon release prompts healthy scepticism,FALSE
"Blood pressure drugs ""slow ageing""",FALSE
Cellular doom,FALSE
Phone companies compared,FALSE
Mass human sacrifice unearthed in Peru,FALSE
Internet creaks after huge network crash,FALSE
"For you, and you, and Timmy",FALSE
Medieval powers in City trial of strength,FALSE
Our men from the private sector,FALSE
Robbie's £80m deal puts EMI on new path,FALSE
West Nile virus transmitted in breast milk,FALSE
Space probe kit will fight terrestrial crime,FALSE
Amorous ostriches scoop Ig Nobel prize,FALSE
"Houses rise £1,100 a week",FALSE
A nation searches its soul,FALSE
Weird museums of NYC,FALSE
Cosmic crash of speeding jets tracked,FALSE
Bush veto on Middle East talks,FALSE
Gaiman kicks McFarlane's ass in court,FALSE
'I am an enemy of your country',FALSE
Sidekick's browser blows,FALSE
Data-mine your hard-drive with SixDegrees,FALSE
Hoax!,FALSE
Times Square as it was,FALSE
Bosnia goes it alone for first full poll,FALSE
Barclay twins buy Littlewoods,FALSE
New Gunner Gilberto is quick to earn his stripes,FALSE
Hype is all for tired old Panorama,FALSE
Another fine mess I've got myself into...,FALSE
The boy for Brazil?,FALSE
to the courthouse,FALSE
Bugbear email steals card data,FALSE
Second-hand sales blamed for bedbugs' comeback,FALSE
Blue people of the world unite!,FALSE
Freedom deal for Real IRA man,FALSE
Curling videogame hits bigtime,FALSE
Fading blue,FALSE
Glennf responds to warchalking FUD,FALSE
"Bin Laden is still alive, reveals spy phone satellite",FALSE
Pix from Austin,FALSE
Global crash fears as German bank sinks,FALSE
Seaman recalled for Euro campaign,FALSE
Perl programmers are so cute,FALSE
Animated existentialism,FALSE
Accessibility watershed?,FALSE
All digital,FALSE
Central,FALSE
Business card design,FALSE
1Mb/s through mud,FALSE
GDC 2002: Game Scripting in Python,FALSE
Postmortem: Pixelogic's The Italian Job,FALSE
Rapid immune reaction key to staving off AIDS,FALSE
Outsourcing Reality: Integrating a Commercial Physics Engine,FALSE
Tags reveal if frozen food is rotten,FALSE
New light on a lost world of shattered icons,FALSE
"Cyberspace in the 21st Century: Part Seven, Security is Relative",FALSE
"Designer's Notebook: Stop Calling Games ""Addictive""!",FALSE
"Conversations From GDC Europe: Bill Fulton, Zeno Colaco, Harvey Smith",FALSE
Play by Play: Effective Memory Management,FALSE
Football players addicted to video football,FALSE
Reflections from GDC Europe: It's A Complex (Game) World,FALSE
Shooting from the Hip: An Interview with Hip Tanaka,FALSE
"Conversations From GDC Europe: Mark Cerny, Jonty Barnes, Jason",FALSE
A Non-Integer Power Function on the Pixel Shader,FALSE
Ministers issue gag orders for MI5 trial,FALSE
Postmortem: Ubi Soft China's Music Up -- Summer Rainbow,FALSE
"9/11, war in Iraq threaten Disney parks",FALSE
Artist Gallery: Troy Paradise,FALSE
The Analyst Primer,FALSE
Shader Integration: Merging Shading Technologies on the Nintendo,FALSE
Keeping up with The Sims: Managing Large Scale Game Content,FALSE
Product Review: Virtools Dev 2.0,FALSE
Four Ways to Use Symbols to Add Emotional Depth to Games,FALSE
Our Dumb Pipeline,FALSE
Rendering the Great Outdoors: Fast Occlusion Culling for Outdoor,FALSE
Product Review: Darkling Simulations' Dark Tree 2,FALSE
Tory leader risks all on 80s revival,FALSE
Al-Qaida suspected in tanker blast,FALSE
Bank of Ireland admits Abbey overtures,FALSE
Born to be wild - then shot,FALSE
"A-level student sues for £100,000 over 'grade fixing'",FALSE
Ehiogu fills the Ferdinand gap,FALSE
'Stay on to 70' call grows,FALSE
Two in court on IRA spy charges,FALSE
Apple: Heinous DVD Pirates,FALSE
Reclaiming privacy with laser-pointers,FALSE
10Mb/s through skin,FALSE
My OS X Keynote,FALSE
My Good Easy,FALSE
Eldred Press Watch,FALSE
Physics auction nets half-mil for Einstein,FALSE
"Welcome, Danny and Quinn!",FALSE
Boy shot at school gate,FALSE
Toy otaku heaven,FALSE
MySQL 4.1 Source Tree Available,FALSE
Hopes fade in Ulster crisis talks,FALSE
A&L Daily to be auctioned in bankruptcy,FALSE
"Delphi Questions, a new _Joel on Software_ discussion group.",FALSE
'I'm just an idiot',FALSE
City Planning Funnies,FALSE
Support for Iraq action at new low of 32%,FALSE
Seeing is believing,FALSE
A Watched Server Never Breaks,FALSE
'Nasty party' warning to Tories,FALSE
Species at risk of extinction growing,FALSE
Indie artist hits top-ten by engaging audience,FALSE
Teach a man to fish,FALSE
Iran Pushes UN Intervention Against US,FALSE
"At last, I have an excuse",FALSE
Man kills self with home booby-traps,FALSE
Curried radiation burns,FALSE
1987 copy of Nintendo zine going for $700 on eBay,FALSE
Steven Levy's wireless neighbors,FALSE
How the other half gives,FALSE
Police pay damages to journalist,FALSE
10 die as Israeli helicopter fires on Palestinian crowd,FALSE
Nobel prize for British and US scientists,FALSE
Dawn raids stoke fires of resentment,FALSE
Factories go flat while we dither over the euro,FALSE
New Solar System body revealed,FALSE
Man leads machine in chess duel,FALSE
Human handshake opens data stream,FALSE
